scope,group,feature,count,min,q001,q01,q05,median,q95,q99,q999,max
binary,BENIGN,Down/Up Ratio,1466539,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,156.0
binary,BENIGN,Packet Length Mean,1466539,0.0,0.0,0.0,0.0,61.4,469.7408602166298,999.6908835999976,1453.375,2920.0
binary,BENIGN,Packet Length Std,1466539,0.0,0.0,0.0,0.0,30.67246322,754.0411840090085,1268.2560672523543,2992.233243,4731.522394
binary,ATTACK,Flow Duration,298019,1.0,2.0,11.0,31.0,6038847.0,100290630.3,111777555.82000005,117940374.72600003,119995180.0
binary,ATTACK,Total Fwd Packets,298019,1.0,1.0,1.0,1.0,4.0,9.0,15.0,23.0,4376.0
binary,ATTACK,Total Backward Packets,298019,0.0,0.0,0.0,0.0,5.0,7.0,15.0,33.0,4374.0
binary,ATTACK,Total Length of Fwd Packets,298019,0.0,0.0,0.0,0.0,30.0,664.0,2008.0,3861.0,2321478.0
binary,ATTACK,Total Length of Bwd Packets,298019,0.0,0.0,0.0,0.0,11595.0,11607.0,11632.0,11632.0,7882432.0
binary,ATTACK,Flow Bytes/s,298019,0.0,0.0,0.0,2.0234437998000008,143.3019345,333333.3333,1000000.0,6744987.860532357,1980000000.0
binary,ATTACK,Flow Packets/s,298019,0.016762782,0.022529831404,0.06442318413999999,0.1196996215,1.124915575,64516.12903,181818.1818,2000000.0,3000000.0
binary,ATTACK,Fwd Packets/s,298019,0.016693134,0.018518100036,0.04088195684,0.0587203286,0.949903739,32258.06452,100000.0,1000000.0,3000000.0
binary,ATTACK,Bwd Packets/s,298019,0.0,0.0,0.0,0.0,0.082047507,32258.06452,90909.09091,500000.0,1000000.0
binary,ATTACK,SYN Flag Count,298019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
binary,ATTACK,RST Flag Count,298019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binary,ATTACK,ACK Flag Count,298019,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
binary,ATTACK,PSH Flag Count,298019,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
binary,ATTACK,FIN Flag Count,298019,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
binary,ATTACK,Average Packet Size,298019,0.0,0.0,0.0,3.0,832.6428571,1454.125,1661.857143,1936.833333,2324.2
binary,ATTACK,Down/Up Ratio,298019,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,6.0
binary,ATTACK,Packet Length Mean,298019,0.0,0.0,0.0,2.0,777.5333333,1292.555556,1454.125,1660.142857,1936.833333
binary,ATTACK,Packet Length Std,298019,0.0,0.0,0.0,0.0,1459.517648,3113.952607,4097.537534,4097.537534,4731.522394
attack_family,Bot,Flow Duration,1365,1.0,1.0,3.0,11.0,70993.0,1029493.4,1045217.92,38675061.927998066,61003896.0
attack_family,Bot,Total Fwd Packets,1365,1.0,1.0,1.0,1.0,3.0,5.0,28.0,37.271999999999935,39.0
attack_family,Bot,Total Backward Packets,1365,1.0,1.0,1.0,1.0,3.0,4.0,51.0,81.0,85.0
attack_family,Bot,Total Length of Fwd Packets,1365,0.0,0.0,0.0,0.0,6.0,214.0,111390.56,206579.5239999999,207930.0
attack_family,Bot,Total Length of Bwd Packets,1365,0.0,2.1840000000000006,6.0,6.0,18.0,141.0,422.0,602.0,626.0
attack_family,Bot,Flow Bytes/s,1365,0.0,3.494730463588001,17.2204838032,17.484198654,5053.76976,1333333.333,4000000.0,12000000.0,12000000.0
attack_family,Bot,Flow Packets/s,1365,0.29899021,2.2670592423280005,5.740429709,5.8281092428,101.465451,181818.1818,666666.6667,2000000.0,2000000.0
attack_family,Bot,Fwd Packets/s,1365,0.149495105,1.1335296213000001,2.87021485468,2.9140546214,57.98025772,90909.09091,333333.3333,1000000.0,1000000.0
attack_family,Bot,Bwd Packets/s,1365,0.149495105,1.1335296213000001,2.87021485468,2.9140546214,43.48519329,90909.09091,333333.3333,1000000.0,1000000.0
attack_family,Bot,SYN Flag Count,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Bot,RST Flag Count,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Bot,ACK Flag Count,1365,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,Bot,PSH Flag Count,1365,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,Bot,FIN Flag Count,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Bot,Average Packet Size,1365,0.0,1.0920000000000003,3.0,3.0,9.0,49.14285714,1483.522481639997,1759.5488042799966,1813.269565
attack_family,Bot,Down/Up Ratio,1365,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
attack_family,Bot,Packet Length Mean,1365,0.0,0.9359999998440003,2.571428571,2.571428571,6.0,43.0,1454.2217414399972,1744.7258849119967,1797.637931
attack_family,Bot,Packet Length Std,1365,0.0,0.0,0.0,0.0,3.207134903,76.44232186,3107.775426959975,4045.7659082279993,4708.990311
attack_family,DDoS,Flow Duration,89623,1.0,3847.038,18607.88,36639.2,1880536.0,91577358.5,100242250.64,102162707.89799997,103941558.0
attack_family,DDoS,Total Fwd Packets,89623,1.0,2.0,2.0,3.0,4.0,8.0,9.0,9.0,10.0
attack_family,DDoS,Total Backward Packets,89623,0.0,0.0,0.0,0.0,4.0,6.0,7.0,7.0,8.0
attack_family,DDoS,Total Length of Fwd Packets,89623,6.0,12.0,20.0,24.0,26.0,56.0,62.0,62.0,68.0
attack_family,DDoS,Total Length of Bwd Packets,89623,0.0,0.0,0.0,0.0,11601.0,11607.0,11607.0,11607.0,11613.0
attack_family,DDoS,Flow Bytes/s,89623,0.221218089,0.997999165706,2.03020275026,2.5871194719000004,160.0664124,304527.9780499998,595771.2428799999,1302311.243275965,87100000.0
attack_family,DDoS,Flow Packets/s,89623,0.036869681,0.117469014552,0.12778958854,0.14526643549999999,2.561777259,214.93994175999944,416.14104117399995,1816.1145481159863,2000000.0
attack_family,DDoS,Fwd Packets/s,89623,0.036869681,0.071566705166,0.07987150954000001,0.0893492122,1.668967988,83.05831803799998,167.30410603799987,779.8311730373821,1500000.0
attack_family,DDoS,Bwd Packets/s,89623,0.0,0.0,0.0,0.0,0.072796988,133.98398522999992,265.83967799,1041.988952037987,1000000.0
attack_family,DDoS,SYN Flag Count,89623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,DDoS,RST Flag Count,89623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,DDoS,ACK Flag Count,89623,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,DDoS,PSH Flag Count,89623,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,DDoS,FIN Flag Count,89623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attack_family,DDoS,Average Packet Size,89623,3.0,7.0,7.2,7.2,897.6153846,1661.857143,1661.857143,1937.833333,2324.2
attack_family,DDoS,Down/Up Ratio,89623,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,6.0
attack_family,DDoS,Packet Length Mean,89623,2.0,6.0,6.0,6.0,833.5,1454.125,1454.125,1661.0,1936.833333
attack_family,DDoS,Packet Length Std,89623,0.0,0.0,0.0,0.0,1903.962654,3574.535052,4097.537534,4380.487987,4731.522394
attack_family,DoS GoldenEye,Flow Duration,7293,649.0,831.52,1133893.4,5005388.0,11595951.0,100860936.6,111809298.91999999,118849660.77599996,119311937.0
attack_family,DoS GoldenEye,Total Fwd Packets,7293,2.0,2.0,2.0,2.0,7.0,10.0,14.0,18.0,21.0
attack_family,DoS GoldenEye,Total Backward Packets,7293,0.0,0.0,0.0,0.0,5.0,7.0,7.0,8.0,9.0
attack_family,DoS GoldenEye,Total Length of Fwd Packets,7293,0.0,0.0,0.0,0.0,377.0,1251.3999999999996,2904.6399999999994,5244.69599999994,6790.0
attack_family,DoS GoldenEye,Total Length of Bwd Packets,7293,0.0,0.0,0.0,0.0,4154.0,11632.0,11632.0,11680.0,11680.0
attack_family,DoS GoldenEye,Flow Bytes/s,7293,0.0,0.0,0.0,0.0,650.222342,2341.9952271999964,2423.21877,3515.975039655992,3662.725997
attack_family,DoS GoldenEye,Flow Packets/s,7293,0.016762782,0.016827984676,0.01791309672,0.024498157200000002,0.978849882,2.5964194344,3.3936461090799996,2407.7499591039373,3081.664099
attack_family,DoS GoldenEye,Fwd Packets/s,7293,0.016762782,0.016827984676,0.017887600759999997,0.019830715,0.589961601,1.4987381138,1.9952084350400001,2407.7499591039373,3081.664099
attack_family,DoS GoldenEye,Bwd Packets/s,7293,0.0,0.0,0.0,0.0,0.382517972,0.9988516802,1.3977947492,1.5968942141279998,1.597999305
attack_family,DoS GoldenEye,SYN Flag Count,7293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,DoS GoldenEye,RST Flag Count,7293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,DoS GoldenEye,ACK Flag Count,7293,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,DoS GoldenEye,PSH Flag Count,7293,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,DoS GoldenEye,FIN Flag Count,7293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,DoS GoldenEye,Average Packet Size,7293,0.0,0.0,0.0,0.0,510.4137931,1004.5333332,1093.363636,1108.1094541439995,1118.818182
attack_family,DoS GoldenEye,Down/Up Ratio,7293,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,DoS GoldenEye,Packet Length Mean,7293,0.0,0.0,0.0,0.0,455.8888889,927.26153844,1002.25,1015.7669997639996,1025.583333
attack_family,DoS GoldenEye,Packet Length Std,7293,0.0,0.0,0.0,0.0,1166.125398,2811.930741,3349.3490792,3351.290205268,3352.220037
attack_family,DoS Hulk,Flow Duration,120877,1.0,7.0,656.0,3482.8,86278382.0,100905762.0,116606429.28,118141989.75599994,119968626.0
attack_family,DoS Hulk,Total Fwd Packets,120877,1.0,2.0,2.0,3.0,6.0,9.0,11.0,13.0,16.0
attack_family,DoS Hulk,Total Backward Packets,120877,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,11.0
attack_family,DoS Hulk,Total Length of Fwd Packets,120877,0.0,0.0,0.0,6.0,354.0,752.0,1488.0,2090.0,3489.0
attack_family,DoS Hulk,Total Length of Bwd Packets,120877,0.0,0.0,0.0,0.0,11595.0,11595.0,11595.0,11595.0,13043.0
attack_family,DoS Hulk,Flow Bytes/s,120877,0.0,0.0,0.0,15.04038868,124.0151576,78826.718476,548823.5621880017,5980658.338731853,12600000.0
attack_family,DoS Hulk,Flow Packets/s,120877,0.017486315,0.04268179324,0.10112934336,0.111852627,0.149019918,1632.528727399998,6080.507038080032,625000.0,3000000.0
attack_family,DoS Hulk,Fwd Packets/s,120877,0.017486315,0.039720683964000005,0.04175308232,0.0505366162,0.081026537,1086.5314575999976,6048.387097,600000.0,3000000.0
attack_family,DoS Hulk,Bwd Packets/s,120877,0.0,0.0,0.0,0.0,0.070084931,90.95043201,676.225377940012,5235.602094,1000000.0
attack_family,DoS Hulk,SYN Flag Count,120877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,DoS Hulk,RST Flag Count,120877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,DoS Hulk,ACK Flag Count,120877,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,DoS Hulk,PSH Flag Count,120877,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,DoS Hulk,FIN Flag Count,120877,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,DoS Hulk,Average Packet Size,120877,0.0,0.0,0.0,1.2,918.2307692,1324.333333,1491.875,1707.0,1995.833333
attack_family,DoS Hulk,Down/Up Ratio,120877,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0
attack_family,DoS Hulk,Packet Length Mean,120877,0.0,0.0,0.0,1.0,852.6428571,1191.9,1326.111111,1493.625,1710.714286
attack_family,DoS Hulk,Packet Length Std,120877,0.0,0.0,0.0,2.449489743,1655.642316,2667.3978382,3335.6999626,3853.0023555119997,4364.022571
attack_family,DoS Slowhttptest,Flow Duration,3685,1.0,7.736000000000001,90.84,119233.2,63120440.0,109967458.2,115483788.84,119796565.24,119800736.0
attack_family,DoS Slowhttptest,Total Fwd Packets,3685,1.0,1.0,1.0,1.0,7.0,8.0,18.0,19.0,19.0
attack_family,DoS Slowhttptest,Total Backward Packets,3685,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0
attack_family,DoS Slowhttptest,Total Length of Fwd Packets,3685,0.0,0.0,0.0,0.0,0.0,1983.0,5720.0,5720.0,5720.0
attack_family,DoS Slowhttptest,Total Length of Bwd Packets,3685,0.0,0.0,0.0,0.0,0.0,1983.0,1983.0,1983.0,3705.0
attack_family,DoS Slowhttptest,Flow Bytes/s,3685,0.0,0.0,0.0,0.0,0.0,16588.11723199996,6200222.910159989,275931999.99996525,1980000000.0
attack_family,DoS Slowhttptest,Flow Packets/s,3685,0.063636858,0.063640184664,0.06368482288,0.06389461340000001,0.110908719,33.54770823599999,22262.172282399963,278399.9999847651,2000000.0
attack_family,DoS Slowhttptest,Fwd Packets/s,3685,0.035326064,0.036365222996,0.0363896408,0.036510812999999996,0.110897154,10.001303191999996,11008.547009199983,139199.99999238254,1000000.0
attack_family,DoS Slowhttptest,Bwd Packets/s,3685,0.0,0.0,0.0,0.0,0.0,25.095487499999937,11131.086141999982,139199.99999238254,1000000.0
attack_family,DoS Slowhttptest,SYN Flag Count,3685,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,DoS Slowhttptest,RST Flag Count,3685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,DoS Slowhttptest,ACK Flag Count,3685,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,DoS Slowhttptest,PSH Flag Count,3685,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,DoS Slowhttptest,FIN Flag Count,3685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,DoS Slowhttptest,Average Packet Size,3685,0.0,0.0,0.0,0.0,0.0,534.0,892.0,1983.0,1986.0
attack_family,DoS Slowhttptest,Down/Up Ratio,3685,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0
attack_family,DoS Slowhttptest,Packet Length Mean,3685,0.0,0.0,0.0,0.0,0.0,396.6,669.0,1322.0,1324.0
attack_family,DoS Slowhttptest,Packet Length Std,3685,0.0,0.0,0.0,0.0,0.0,715.7030925,991.5,1144.885584,1144.885584
attack_family,DoS slowloris,Flow Duration,3717,7.0,14.716000000000001,60.160000000000004,445676.0000000035,99999391.0,108002325.6,118013759.8,119016256.136,119046064.0
attack_family,DoS slowloris,Total Fwd Packets,3717,1.0,1.0,1.0,2.0,3.0,16.0,16.0,16.0,16.0
attack_family,DoS slowloris,Total Backward Packets,3717,0.0,0.0,0.0,0.0,2.0,3.0,4.0,7.0,11.0
attack_family,DoS slowloris,Total Length of Fwd Packets,3717,0.0,0.0,0.0,0.0,16.0,2541.0,2541.0,2541.0,2541.0
attack_family,DoS slowloris,Total Length of Bwd Packets,3717,0.0,0.0,0.0,0.0,0.0,6.0,483.0,3273.30000000014,14556.0
attack_family,DoS slowloris,Flow Bytes/s,3717,0.0,0.0,0.0,0.0,0.160001072,1096.7978843999388,1618282.1664400005,3643503.7367041507,5758064.516
attack_family,DoS slowloris,Flow Packets/s,3717,0.025889992,0.025890256876,0.033608878120000005,0.0370362546,0.179740213,13.794277745999999,33245.90163720008,136038.095226401,285714.2857
attack_family,DoS slowloris,Fwd Packets/s,3717,0.016804417,0.016804433444,0.01694718232,0.018518157,0.151352024,11.823666642000001,16903.954800800042,68019.04762184051,142857.1429
attack_family,DoS slowloris,Bwd Packets/s,3717,0.0,0.0,0.0,0.0,0.020000135,3.9314499028,16622.95082200004,68019.04762184051,142857.1429
attack_family,DoS slowloris,SYN Flag Count,3717,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,DoS slowloris,RST Flag Count,3717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,DoS slowloris,ACK Flag Count,3717,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,DoS slowloris,PSH Flag Count,3717,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,DoS slowloris,FIN Flag Count,3717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,DoS slowloris,Average Packet Size,3717,0.0,0.0,0.0,0.0,6.0,149.8235294,315.0,337.3395237816063,697.8571429
attack_family,DoS slowloris,Down/Up Ratio,3717,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0
attack_family,DoS slowloris,Packet Length Mean,3717,0.0,0.0,0.0,0.0,4.8,141.5,236.25,287.52388334280994,651.3333333
attack_family,DoS slowloris,Packet Length Std,3717,0.0,0.0,0.0,0.0,4.618802154,119.8600145,241.5,398.9713465732284,1511.979293
attack_family,FTP-Patator,Flow Duration,4225,1.0,3.224,67.24000000000001,212.0,8686578.0,9850189.6,10174642.2,10514457.464,10780124.0
attack_family,FTP-Patator,Total Fwd Packets,4225,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0
attack_family,FTP-Patator,Total Backward Packets,4225,0.0,0.0,0.0,1.0,15.0,15.0,15.0,15.0,15.0
attack_family,FTP-Patator,Total Length of Fwd Packets,4225,0.0,0.0,14.0,14.0,102.0,115.0,122.0,131.77599999999984,135.0
attack_family,FTP-Patator,Total Length of Bwd Packets,4225,0.0,0.0,0.0,0.0,188.0,188.0,188.0,188.0,188.0
attack_family,FTP-Patator,Flow Bytes/s,4225,0.0,0.0,28.1957715068,29.68849586,33.92032593,66037.73585,176802.50781600457,4405333.333591813,14000000.0
attack_family,FTP-Patator,Flow Packets/s,4225,2.226319475,2.282571414624,2.35880530648,2.4365013562,2.762726991,14150.9434,32497.51243560076,629333.3333591733,2000000.0
attack_family,FTP-Patator,Fwd Packets/s,4225,0.834869803,0.855964280456,0.8845519896799999,0.9136880086,1.036081182,9433.962264,28586.70741240075,500000.0,2000000.0
attack_family,FTP-Patator,Bwd Packets/s,4225,0.0,0.0,0.0,1.5100593782,1.720919021,4672.897196,5339.285212960033,20440.462855839403,1000000.0
attack_family,FTP-Patator,SYN Flag Count,4225,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,FTP-Patator,RST Flag Count,4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,FTP-Patator,ACK Flag Count,4225,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,FTP-Patator,PSH Flag Count,4225,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,FTP-Patator,FIN Flag Count,4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,FTP-Patator,Average Packet Size,4225,0.0,0.0,8.95666666684,9.333333333,12.125,12.66666667,14.0,14.0,14.0
attack_family,FTP-Patator,Down/Up Ratio,4225,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,FTP-Patator,Packet Length Mean,4225,0.0,0.0,7.0,7.0,11.6,12.12,12.4,12.791039999999994,12.92
attack_family,FTP-Patator,Packet Length Std,4225,0.0,0.0,8.082903769,8.082903769,12.52623913,12.99576854,13.310792434400001,13.96451789456,14.46167349
attack_family,Heartbleed,Flow Duration,8,119257653.0,119257662.513,119257748.13,119258128.65,119279403.5,119301640.55,119302510.51,119302706.251,119302728.0
attack_family,Heartbleed,Total Fwd Packets,8,2685.0,2685.679,2691.79,2718.95,2794.5,2803.95,2804.79,2804.979,2805.0
attack_family,Heartbleed,Total Backward Packets,8,1729.0,1730.939,1748.39,1825.95,2068.0,2103.35,2108.67,2109.867,2110.0
attack_family,Heartbleed,Total Length of Fwd Packets,8,8299.0,8306.483,8373.83,8673.15,12988.0,18356.899999999994,20357.78,20807.978000000003,20858.0
attack_family,Heartbleed,Total Length of Bwd Packets,8,7556917.0,7558705.304,7574800.04,7646332.2,7878381.0,7881418.4,7882229.28,7882411.728,7882432.0
attack_family,Heartbleed,Flow Bytes/s,8,63411.92802,63427.82825785,63570.9303985,64206.9399125,66154.18911,66173.445724,66173.5815128,66173.61206528,66173.61546
attack_family,Heartbleed,Flow Packets/s,8,36.99831575,37.02115453443,37.226703594300005,38.1402549715,40.82904757,41.017880701,41.0857425482,41.10101146382,41.10270801
attack_family,Heartbleed,Fwd Packets/s,8,22.50577204,22.51146991848,22.5627508248,22.790665964,23.428183035,23.506320433,23.5110472306,23.51211076006,23.51222893
attack_family,Heartbleed,Bwd Packets/s,8,14.49254371,14.50880253559,14.655131965899999,15.3054849895,17.340507375,17.636468449499997,17.6809801699,17.690995306989997,17.6921081
attack_family,Heartbleed,SYN Flag Count,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Heartbleed,RST Flag Count,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Heartbleed,ACK Flag Count,8,0.0,0.007,0.07,0.35000000000000003,1.0,1.0,1.0,1.0,1.0
attack_family,Heartbleed,PSH Flag Count,8,0.0,0.0,0.0,0.0,0.0,0.6499999999999995,0.9299999999999997,0.9930000000000003,1.0
attack_family,Heartbleed,FIN Flag Count,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Heartbleed,Average Packet Size,8,1609.989526,1609.9973375870002,1610.06764187,1610.3801053500001,1620.921103,1689.55043345,1709.04121469,1713.426640469,1713.91391
attack_family,Heartbleed,Down/Up Ratio,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Heartbleed,Packet Length Mean,8,1609.658932,1609.666757573,1609.73718773,1610.05021065,1620.5883675,1689.17830485,1708.65622737,1713.038759937,1713.525708
attack_family,Heartbleed,Packet Length Std,8,2414.090913,2414.185208068,2415.03386368,2418.8056664,2449.837939,2617.00101345,2658.91165789,2668.341552889,2669.389319
attack_family,Infiltration,Flow Duration,29,20.0,76.28,582.8000000000001,1618225.2000000007,79492070.0,119985560.4,119994805.92,119995142.592,119995180.0
attack_family,Infiltration,Total Fwd Packets,29,2.0,2.0,2.0,2.0,25.0,3781.0,4218.36,4360.236000000001,4376.0
attack_family,Infiltration,Total Backward Packets,29,0.0,0.0,0.0,0.0,25.0,3779.3999999999996,4216.36,4358.236000000001,4374.0
attack_family,Infiltration,Total Length of Fwd Packets,29,0.0,0.336,3.3600000000000003,12.0,6674.0,1797421.4,2183117.9599999995,2307641.9960000007,2321478.0
attack_family,Infiltration,Total Length of Bwd Packets,29,0.0,0.0,0.0,0.0,156.0,22676.399999999998,25298.159999999996,26149.416000000005,26244.0
attack_family,Infiltration,Flow Bytes/s,29,1.273469017,1.521329139244,3.75207023944,13.267872280000002,161.4137864,17981.182081999992,437479.2446659993,583747.9244666008,600000.0
attack_family,Infiltration,Flow Packets/s,29,0.053061209,0.058794684496,0.11039596396000001,0.2692112706,1.006389694,620.3062027559981,72275.86206897188,97227.58620689734,100000.0
attack_family,Infiltration,Fwd Packets/s,29,0.035374139,0.037665112804,0.05828387704,0.1275739572,0.515774718,605.722937927998,72275.86206897188,97227.58620689734,100000.0
attack_family,Infiltration,Bwd Packets/s,29,0.0,0.0,0.0,0.0,0.294476358,31.64565658,35.142666223999996,36.326612485400005,36.45816207
attack_family,Infiltration,SYN Flag Count,29,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,Infiltration,RST Flag Count,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Infiltration,ACK Flag Count,29,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,Infiltration,PSH Flag Count,29,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,Infiltration,FIN Flag Count,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Infiltration,Average Packet Size,29,3.0,3.168,4.68,9.0,141.1698358,260.10202599999997,743.4672959919992,909.7717295992009,928.25
attack_family,Infiltration,Down/Up Ratio,29,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,Infiltration,Packet Length Mean,29,2.903225806,2.989935483432,3.7703225803200002,6.0,141.1088553,260.07035405999994,669.1987109879994,809.5198710888008,825.1111111
attack_family,Infiltration,Packet Length Std,29,0.0,0.0,0.0,1.2192012192000004,279.955376,407.28578614,589.4002029799997,652.0477782080003,659.0086199
attack_family,PortScan,Flow Duration,63473,1.0,1.0,3.0,11.0,50.0,97.0,696.2799999999988,55172768.831999995,119809735.0
attack_family,PortScan,Total Fwd Packets,63473,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,150.0
attack_family,PortScan,Total Backward Packets,63473,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,30.0
attack_family,PortScan,Total Length of Fwd Packets,63473,0.0,0.0,0.0,0.0,0.0,2.0,2.0,18.0,1473.0
