source_row,label,sampled_scale,applied_scale,constrained
115790,Bot,0.741743229976926,0.741743229976926,False
117509,Bot,0.7056780182834651,0.7056780182834651,False
118347,Bot,0.7225119651939104,0.7225119651939104,False
118889,Bot,0.8805898376491126,0.8805898376491126,False
120490,Bot,0.8154693075628467,0.8154693075628467,False
122238,Bot,0.7403179447584004,0.7403179447584004,False
125167,Bot,0.8252611937758408,0.8252611937758408,False
127363,Bot,0.7380780256782921,0.7380780256782921,False
127931,Bot,0.874080093769434,0.874080093769434,False
129820,Bot,0.8115390688935076,0.8115390688935076,False
130636,Bot,0.7952553065241206,0.7952553065241206,False
133362,Bot,0.7753780222869691,0.7753780222869691,False
133411,Bot,0.8575706482797221,0.8575706482797221,False
133527,Bot,0.7904531526383476,0.7904531526383476,False
134725,Bot,0.7219124798290252,0.7219124798290252,False
134751,Bot,0.7295014755301288,0.7295014755301288,False
135283,Bot,0.9404744161373786,0.9404744161373786,False
136344,Bot,0.9271451726769018,0.9271451726769018,False
137159,Bot,0.8749267834526874,0.8749267834526874,False
138022,Bot,0.7664674903648798,0.7664674903648798,False
140521,Bot,0.9422940943369309,0.9422940943369309,False
142254,Bot,0.8946877259914486,0.8946877259914486,False
142450,Bot,0.8792225472897488,0.8792225472897488,False
144813,Bot,0.8123403755359471,0.8123403755359471,False
144899,Bot,0.7680603904612897,0.7680603904612897,False
145299,Bot,0.7240977405383748,0.7240977405383748,False
145457,Bot,0.9256505991359604,0.9256505991359604,False
146238,Bot,0.8139440724584027,0.8139440724584027,False
149341,Bot,0.7505908411988076,0.7505908411988076,False
156113,Bot,0.7764891560376631,0.7764891560376631,False
157053,Bot,0.844804892235474,0.844804892235474,False
157534,Bot,0.7441931957348079,0.7441931957348079,False
157624,Bot,0.9141535710230938,0.9141535710230938,False
157910,Bot,0.8896298824588025,0.8896298824588025,False
158249,Bot,0.8798657389877341,0.8798657389877341,False
158295,Bot,0.8080232599437759,0.8080232599437759,False
159057,Bot,0.8568272101756107,0.8568272101756107,False
160119,Bot,0.8460244922281839,0.8460244922281839,False
160968,Bot,0.8624616503887049,0.8624616503887049,False
161378,Bot,0.7211110802849723,0.7211110802849723,False
161450,Bot,0.8039518505426524,0.8039518505426524,False
164054,Bot,0.7104035434654731,0.7104035434654731,False
164156,Bot,0.8234977048111297,0.8234977048111297,False
167718,Bot,0.7824653030831963,0.7824653030831963,False
167758,Bot,0.7361310472165117,0.7361310472165117,False
168527,Bot,0.7258507419306379,0.7258507419306379,False
169198,Bot,0.8469111430444279,0.8469111430444279,False
169363,Bot,0.7426482421342215,0.7426482421342215,False
169459,Bot,0.9312800295941992,0.9312800295941992,False
169647,Bot,0.8452652849250987,0.8452652849250987,False
173343,Bot,0.7867174511337092,0.7867174511337092,False
173429,Bot,0.8477288728703541,0.8477288728703541,False
176002,Bot,0.7057009677574243,0.7057009677574243,False
176035,Bot,0.9396398033103612,0.9396398033103612,False
176196,Bot,0.8205758592357251,0.8205758592357251,False
181405,Bot,0.8956838068125715,0.8956838068125715,False
182217,Bot,0.7206824999806096,0.7206824999806096,False
182595,Bot,0.82166458270954,0.82166458270954,False
182620,Bot,0.8226767485886302,0.8226767485886302,False
186426,Bot,0.9344566137437457,0.9344566137437457,False
186533,Bot,0.8429320130940188,0.8429320130940188,False
187935,Bot,0.8183723502642384,0.8183723502642384,False
189734,Bot,0.7667439157729734,0.7667439157729734,False
193900,Bot,0.7828922493356381,0.7828922493356381,False
193918,Bot,0.8301681006178844,0.8301681006178844,False
195075,Bot,0.8097278650762616,0.8097278650762616,False
195963,Bot,0.7054030199700826,0.7054030199700826,False
197505,Bot,0.9065729810485894,0.9065729810485894,False
199358,Bot,0.9240401929599417,0.9240401929599417,False
200538,Bot,0.7350622722496527,0.7350622722496527,False
202953,Bot,0.8385090358847623,0.8385090358847623,False
204959,Bot,0.7271439352838609,0.7271439352838609,False
210838,Bot,0.8680600232599529,0.8680600232599529,False
211380,Bot,0.770308445959752,0.770308445959752,False
211710,Bot,0.8648556586729754,0.8648556586729754,False
212832,Bot,0.8817486535717206,0.8817486535717206,False
213669,Bot,0.8921618729794142,0.8921618729794142,False
214964,Bot,0.7269352364889741,0.7269352364889741,False
216155,Bot,0.929002961284402,0.929002961284402,False
216539,Bot,0.7575534977237202,0.7575534977237202,False
218973,Bot,0.7093531390440448,0.7093531390440448,False
219524,Bot,0.8387131173478708,0.8387131173478708,False
220148,Bot,0.7927305709656096,0.7927305709656096,False
221290,Bot,0.9074474357831033,0.9074474357831033,False
223893,Bot,0.9020628680160754,0.9020628680160754,False
227764,Bot,0.7792847232056788,0.7792847232056788,False
228193,Bot,0.9382248487674362,0.9382248487674362,False
228682,Bot,0.7727294595350296,0.7727294595350296,False
229522,Bot,0.8287642823079286,0.8287642823079286,False
231885,Bot,0.7639912726419007,0.7639912726419007,False
232232,Bot,0.9340108925122408,0.9340108925122408,False
232505,Bot,0.7411519543955045,0.7411519543955045,False
234072,Bot,0.7112276548480823,0.7112276548480823,False
235297,Bot,0.8087742650007594,0.8087742650007594,False
235681,Bot,0.9480938910139592,0.9480938910139592,False
237869,Bot,0.9229193165637284,0.9229193165637284,False
238861,Bot,0.8871520048642373,0.8871520048642373,False
239048,Bot,0.9226981227196311,0.9226981227196311,False
240922,Bot,0.9233616599244657,0.9233616599244657,False
241497,Bot,0.8297145900966122,0.8297145900966122,False
243849,Bot,0.7789822629576982,0.7789822629576982,False
245109,Bot,0.893003108027747,0.893003108027747,False
246064,Bot,0.8654153157919402,0.8654153157919402,False
246883,Bot,0.7934144322184274,0.7934144322184274,False
254181,Bot,0.7236166670153787,0.7236166670153787,False
255919,Bot,0.8866974028372565,0.8866974028372565,False
256499,Bot,0.7656151289807162,0.7656151289807162,False
257633,Bot,0.9342032876334447,0.9342032876334447,False
257878,Bot,0.7602426437514211,0.7602426437514211,False
261548,Bot,0.7306894831028714,0.7306894831028714,False
262567,Bot,0.9077781680312265,0.9077781680312265,False
263225,Bot,0.7383210791561234,0.7383210791561234,False
263641,Bot,0.7448170770394347,0.7448170770394347,False
263667,Bot,0.8498456978802108,0.8498456978802108,False
266724,Bot,0.9186405102093661,0.9186405102093661,False
266973,Bot,0.7491086664286433,0.7491086664286433,False
269347,Bot,0.7775809182250236,0.7775809182250236,False
271033,Bot,0.8943512095602943,0.8943512095602943,False
272578,Bot,0.9429566065152418,0.9429566065152418,False
273696,Bot,0.8251852965505855,0.8251852965505855,False
274061,Bot,0.7359743756378127,0.7359743756378127,False
274493,Bot,0.7034840719270503,0.7034840719270503,False
277233,Bot,0.7574140074997138,0.7574140074997138,False
278616,Bot,0.7329555544466302,0.7329555544466302,False
281280,Bot,0.8694146684032144,0.8694146684032144,False
282311,Bot,0.7304581261571328,0.7304581261571328,False
287491,Bot,0.8265824829051582,0.8265824829051582,False
288347,Bot,0.8735656089107215,0.8735656089107215,False
289881,Bot,0.8452791523052255,0.8452791523052255,False
292161,Bot,0.7499439129150144,0.7499439129150144,False
293788,Bot,0.9010311315455657,0.9010311315455657,False
294637,Bot,0.8788517824039503,0.8788517824039503,False
294964,Bot,0.8847460009788854,0.8847460009788854,False
296452,Bot,0.7327644378893283,0.7327644378893283,False
296662,Bot,0.7309384509125861,0.7309384509125861,False
297854,Bot,0.9318906377516268,0.9318906377516268,False
298938,Bot,0.7993945484562351,0.7993945484562351,False
299005,Bot,0.7752371729452349,0.7752371729452349,False
301153,Bot,0.8221460113378833,0.8221460113378833,False
302377,Bot,0.8657160531908956,0.8657160531908956,False
302523,Bot,0.9389058142617425,0.9389058142617425,False
303893,Bot,0.7716115567205137,0.7716115567205137,False
306524,Bot,0.9312021073280068,0.9312021073280068,False
306722,Bot,0.706214872846564,0.706214872846564,False
306928,Bot,0.8387995105817061,0.8387995105817061,False
306955,Bot,0.8584937779202713,0.8584937779202713,False
308836,Bot,0.7264743509376883,0.7264743509376883,False
310499,Bot,0.7350848992659781,0.7350848992659781,False
311011,Bot,0.8047785798290759,0.8047785798290759,False
312034,Bot,0.9415579780357954,0.9415579780357954,False
313723,Bot,0.8490106383085931,0.8490106383085931,False
314119,Bot,0.9332558054000528,0.9332558054000528,False
314658,Bot,0.9010902289032426,0.9010902289032426,False
314729,Bot,0.8168454003888228,0.8168454003888228,False
315936,Bot,0.8961908623130468,0.8961908623130468,False
316443,Bot,0.7044591959942469,0.7044591959942469,False
318744,Bot,0.7272859991914337,0.7272859991914337,False
319309,Bot,0.907357153720684,0.907357153720684,False
320064,Bot,0.8992042720812904,0.8992042720812904,False
325535,Bot,0.7581601854916084,0.7581601854916084,False
327224,Bot,0.8326923976497633,0.8326923976497633,False
327694,Bot,0.8515039551750027,0.8515039551750027,False
327980,Bot,0.9169347384440028,0.9169347384440028,False
328970,Bot,0.8507767893346814,0.8507767893346814,False
329187,Bot,0.8031428923184201,0.8031428923184201,False
331130,Bot,0.7935460108517957,0.7935460108517957,False
332026,Bot,0.8064705215933774,0.8064705215933774,False
332639,Bot,0.8629827563949934,0.8629827563949934,False
334134,Bot,0.9168726579380811,0.9168726579380811,False
334281,Bot,0.8134742205190749,0.8134742205190749,False
335439,Bot,0.7619598907378395,0.7619598907378395,False
335522,Bot,0.7591655907493953,0.7591655907493953,False
335670,Bot,0.8865035700608616,0.8865035700608616,False
339104,Bot,0.9041421908559776,0.9041421908559776,False
343185,Bot,0.7263195199635312,0.7263195199635312,False
348274,Bot,0.7166397142387945,0.7166397142387945,False
353944,Bot,0.848608415939113,0.848608415939113,False
354453,Bot,0.7365433110481745,0.7365433110481745,False
354596,Bot,0.9061660476140853,0.9061660476140853,False
355508,Bot,0.7775836684810186,0.7775836684810186,False
356530,Bot,0.7359679832427857,0.7359679832427857,False
356541,Bot,0.9302426181218625,0.9302426181218625,False
357235,Bot,0.7413829306838196,0.7413829306838196,False
357306,Bot,0.7711800205844839,0.7711800205844839,False
358176,Bot,0.7384033487980146,0.7384033487980146,False
358461,Bot,0.7288725159163387,0.7288725159163387,False
358656,Bot,0.7052870040841099,0.7052870040841099,False
358801,Bot,0.713848852291065,0.713848852291065,False
359712,Bot,0.7436603677339632,0.7436603677339632,False
360718,Bot,0.7133454831567938,0.7133454831567938,False
361877,Bot,0.8477859540277428,0.8477859540277428,False
365359,Bot,0.8701786316998765,0.8701786316998765,False
365661,Bot,0.798407614208007,0.798407614208007,False
368464,Bot,0.7794977742380123,0.7794977742380123,False
371642,Bot,0.8261315592555575,0.8261315592555575,False
372796,Bot,0.9187512355586521,0.9187512355586521,False
374022,Bot,0.9127829067055515,0.9127829067055515,False
374261,Bot,0.710868765503198,0.710868765503198,False
375383,Bot,0.745374602399131,0.745374602399131,False
377141,Bot,0.759186217776099,0.759186217776099,False
378033,Bot,0.7623468939580529,0.7623468939580529,False
10,DDoS,0.6142465303485545,0.6142465303485545,False
14,DDoS,0.5832524851406384,0.5832524851406384,False
28,DDoS,0.5098508239855188,0.5098508239855188,False
39,DDoS,0.5747228276919143,0.5747228276919143,False
48,DDoS,0.6047505897435275,0.6047505897435275,False
51,DDoS,0.5203343805807432,0.5203343805807432,False
59,DDoS,0.6666917107577119,0.6666917107577119,False
61,DDoS,0.5103923732930209,0.5103923732930209,False
68,DDoS,0.6849683738036124,0.6849683738036124,False
98,DDoS,0.5198226283159751,0.5198226283159751,False
99,DDoS,0.6687149903195505,0.6687149903195505,False
153,DDoS,0.6805306287855234,0.6805306287855234,False
209,DDoS,0.6959141361173184,0.6959141361173184,False
212,DDoS,0.6604051760547187,0.6604051760547187,False
218,DDoS,0.6558955081542658,0.6558955081542658,False
227,DDoS,0.6284966551991095,0.6284966551991095,False
229,DDoS,0.6557992709156257,0.6557992709156257,False
242,DDoS,0.5269104416826295,0.5269104416826295,False
248,DDoS,0.6072136071895274,0.6072136071895274,False
261,DDoS,0.6028445740380829,0.6028445740380829,False
306,DDoS,0.6715144288245115,0.6715144288245115,False
309,DDoS,0.5925598731187032,0.5925598731187032,False
333,DDoS,0.5770178992200707,0.5770178992200707,False
356,DDoS,0.627912654247422,0.627912654247422,False
370,DDoS,0.5532926635001691,0.5532926635001691,False
372,DDoS,0.5279536821907914,0.5279536821907914,False
385,DDoS,0.5955754548047492,0.5955754548047492,False
449,DDoS,0.583377873718977,0.583377873718977,False
457,DDoS,0.5465139881057748,0.5465139881057748,False
469,DDoS,0.5735023620230256,0.5735023620230256,False
495,DDoS,0.5732784899652494,0.5732784899652494,False
516,DDoS,0.5654991128825091,0.5654991128825091,False
523,DDoS,0.5758928159453858,0.5758928159453858,False
527,DDoS,0.6371486690911891,0.6371486690911891,False
566,DDoS,0.5593752949142571,0.5593752949142571,False
580,DDoS,0.689771585343068,0.689771585343068,False
631,DDoS,0.6832696039076356,0.6832696039076356,False
653,DDoS,0.5961820856600157,0.5961820856600157,False
656,DDoS,0.5656722410009377,0.5656722410009377,False
669,DDoS,0.6070869579660007,0.6070869579660007,False
695,DDoS,0.6697120977547248,0.6697120977547248,False
700,DDoS,0.6305174681120204,0.6305174681120204,False
706,DDoS,0.6608783655894155,0.6608783655894155,False
723,DDoS,0.606544455213148,0.606544455213148,False
744,DDoS,0.6265835258535242,0.6265835258535242,False
745,DDoS,0.5576311228364923,0.5576311228364923,False
759,DDoS,0.6469786324620581,0.6469786324620581,False
769,DDoS,0.5404809186251437,0.5404809186251437,False
777,DDoS,0.6389596257636996,0.6389596257636996,False
784,DDoS,0.6721438136651787,0.6721438136651787,False
859,DDoS,0.5264205674603087,0.5264205674603087,False
872,DDoS,0.6228759481083839,0.6228759481083839,False
886,DDoS,0.5190191496459869,0.5190191496459869,False
953,DDoS,0.6451431256542853,0.6451431256542853,False
977,DDoS,0.5168986437647041,0.5168986437647041,False
998,DDoS,0.6871879645401252,0.6871879645401252,False
1008,DDoS,0.5274815860075605,0.5274815860075605,False
1053,DDoS,0.691776049181816,0.691776049181816,False
1073,DDoS,0.6601768352170193,0.6601768352170193,False
1086,DDoS,0.6187364008932708,0.6187364008932708,False
1132,DDoS,0.6565248209259094,0.6565248209259094,False
1175,DDoS,0.6590229677966172,0.6590229677966172,False
1185,DDoS,0.689205412563466,0.689205412563466,False
1211,DDoS,0.5506766707678374,0.5506766707678374,False
1221,DDoS,0.6180151790716618,0.6180151790716618,False
1224,DDoS,0.5190098395128803,0.5190098395128803,False
1243,DDoS,0.6232331400048242,0.6232331400048242,False
1262,DDoS,0.5342582608185578,0.5342582608185578,False
1292,DDoS,0.6129901222944883,0.6129901222944883,False
1300,DDoS,0.61448610280677,0.61448610280677,False
1335,DDoS,0.5931970305962454,0.5931970305962454,False
1350,DDoS,0.6045263551026245,0.6045263551026245,False
1392,DDoS,0.6527846780013176,0.6527846780013176,False
1394,DDoS,0.6598489433024133,0.6598489433024133,False
1421,DDoS,0.5984306431150858,0.5984306431150858,False
1431,DDoS,0.6199186883045225,0.6199186883045225,False
1491,DDoS,0.6862472471380203,0.6862472471380203,False
1513,DDoS,0.5239467177002246,0.5239467177002246,False
1601,DDoS,0.5234207131800221,0.5234207131800221,False
1627,DDoS,0.5175418023821536,0.5175418023821536,False
1643,DDoS,0.6315726570081055,0.6315726570081055,False
1674,DDoS,0.5837216601580759,0.5837216601580759,False
1713,DDoS,0.6548642832283686,0.6548642832283686,False
1727,DDoS,0.6342462826617185,0.6342462826617185,False
1732,DDoS,0.5667275516656476,0.5667275516656476,False
1747,DDoS,0.6796733094723071,0.6796733094723071,False
1774,DDoS,0.6525064294141304,0.6525064294141304,False
1776,DDoS,0.5541069881820351,0.5541069881820351,False
1793,DDoS,0.5728384035544107,0.5728384035544107,False
1825,DDoS,0.5628879960408526,0.5628879960408526,False
1832,DDoS,0.5315223297249999,0.5315223297249999,False
1845,DDoS,0.5295566745084384,0.5295566745084384,False
1848,DDoS,0.6872254926751488,0.6872254926751488,False
1850,DDoS,0.5875808074397506,0.5875808074397506,False
1866,DDoS,0.576663964555482,0.576663964555482,False
1876,DDoS,0.6459371417354756,0.6459371417354756,False
1887,DDoS,0.6105986130505799,0.6105986130505799,False
1897,DDoS,0.6872279973676925,0.6872279973676925,False
1909,DDoS,0.6560602987818784,0.6560602987818784,False
1960,DDoS,0.5958739128249081,0.5958739128249081,False
1962,DDoS,0.5752718946961652,0.5752718946961652,False
2011,DDoS,0.6973263089848644,0.6973263089848644,False
2013,DDoS,0.6435520472007287,0.6435520472007287,False
2057,DDoS,0.6902389320007682,0.6902389320007682,False
2064,DDoS,0.5236957154434083,0.5236957154434083,False
2076,DDoS,0.6701067358381565,0.6701067358381565,False
2111,DDoS,0.6274147767982414,0.6274147767982414,False
2121,DDoS,0.5243843356670225,0.5243843356670225,False
2127,DDoS,0.6176515999938441,0.6176515999938441,False
2169,DDoS,0.6372192730210897,0.6372192730210897,False
2184,DDoS,0.5024605371777205,0.5024605371777205,False
2207,DDoS,0.5908635923683493,0.5908635923683493,False
2214,DDoS,0.6650799022392642,0.6650799022392642,False
2259,DDoS,0.5590718050688179,0.5590718050688179,False
2263,DDoS,0.5917096163597102,0.5917096163597102,False
2274,DDoS,0.5884628254135786,0.5884628254135786,False
2333,DDoS,0.5603854782884983,0.5603854782884983,False
2334,DDoS,0.6836883791031108,0.6836883791031108,False
2339,DDoS,0.6562588070863031,0.6562588070863031,False
2347,DDoS,0.522117682199222,0.522117682199222,False
2350,DDoS,0.6994069315675145,0.6994069315675145,False
2356,DDoS,0.675840004861549,0.675840004861549,False
2403,DDoS,0.5567816875728078,0.5567816875728078,False
2409,DDoS,0.6673793159321876,0.6673793159321876,False
2444,DDoS,0.5212839063742766,0.5212839063742766,False
2478,DDoS,0.6998209460948477,0.6998209460948477,False
2524,DDoS,0.6331369472213073,0.6331369472213073,False
2546,DDoS,0.6300250031117594,0.6300250031117594,False
2591,DDoS,0.5180881453968266,0.5180881453968266,False
2662,DDoS,0.679406679779325,0.679406679779325,False
2721,DDoS,0.5057999006408939,0.5057999006408939,False
2727,DDoS,0.5481656116082294,0.5481656116082294,False
2741,DDoS,0.528604375033327,0.528604375033327,False
2779,DDoS,0.6553535881384437,0.6553535881384437,False
2791,DDoS,0.5396408454425796,0.5396408454425796,False
2800,DDoS,0.682127645426177,0.682127645426177,False
2812,DDoS,0.631253807865498,0.631253807865498,False
2851,DDoS,0.5072325420989392,0.5072325420989392,False
2859,DDoS,0.5010859668257401,0.5010859668257401,False
2862,DDoS,0.5103315834028798,0.5103315834028798,False
2865,DDoS,0.6211850355295455,0.6211850355295455,False
2869,DDoS,0.660296362171883,0.660296362171883,False
2905,DDoS,0.5477105641254777,0.5477105641254777,False
2940,DDoS,0.6698817685846146,0.6698817685846146,False
2947,DDoS,0.5114463880306521,0.5114463880306521,False
2951,DDoS,0.6601927707283353,0.6601927707283353,False
2954,DDoS,0.685559086034456,0.685559086034456,False
2963,DDoS,0.6544216798208761,0.6544216798208761,False
3000,DDoS,0.6396241567957274,0.6396241567957274,False
3014,DDoS,0.6675960437310766,0.6675960437310766,False
3020,DDoS,0.5080302599094133,0.5080302599094133,False
3022,DDoS,0.5403564221438111,0.5403564221438111,False
3030,DDoS,0.5249847358611286,0.5249847358611286,False
3069,DDoS,0.6009061980385972,0.6009061980385972,False
3080,DDoS,0.6490376256657688,0.6490376256657688,False
3083,DDoS,0.6260023689152797,0.6260023689152797,False
3096,DDoS,0.670226219952387,0.670226219952387,False
3100,DDoS,0.5310425984882182,0.5310425984882182,False
3111,DDoS,0.6469242183870323,0.6469242183870323,False
3113,DDoS,0.5386082981737808,0.5386082981737808,False
3119,DDoS,0.55415175026356,0.55415175026356,False
3124,DDoS,0.6419809394562608,0.6419809394562608,False
3142,DDoS,0.6960409569797363,0.6960409569797363,False
3217,DDoS,0.6223087211954139,0.6223087211954139,False
3255,DDoS,0.5109000629982591,0.5109000629982591,False
3276,DDoS,0.6232617939855065,0.6232617939855065,False
3329,DDoS,0.5084701103160334,0.5084701103160334,False
3422,DDoS,0.6768291422733634,0.6768291422733634,False
3449,DDoS,0.6419156570201241,0.6419156570201241,False
3460,DDoS,0.5346255692845007,0.5346255692845007,False
3471,DDoS,0.5183442011648396,0.5183442011648396,False
3492,DDoS,0.5367066457760638,0.5367066457760638,False
3514,DDoS,0.6960054359108385,0.6960054359108385,False
3516,DDoS,0.591712128491698,0.591712128491698,False
3525,DDoS,0.6568161896682816,0.6568161896682816,False
3529,DDoS,0.6272816684215553,0.6272816684215553,False
3580,DDoS,0.6144826299917274,0.6144826299917274,False
3679,DDoS,0.5290260509330099,0.5290260509330099,False
3694,DDoS,0.689204890711619,0.689204890711619,False
3729,DDoS,0.5602685265029436,0.5602685265029436,False
3733,DDoS,0.6156034431615084,0.6156034431615084,False
3735,DDoS,0.6399551889178132,0.6399551889178132,False
3736,DDoS,0.6298466310490618,0.6298466310490618,False
3764,DDoS,0.6881188819391036,0.6881188819391036,False
3801,DDoS,0.5296877979840116,0.5296877979840116,False
3847,DDoS,0.6016705476893884,0.6016705476893884,False
3878,DDoS,0.5808068781481532,0.5808068781481532,False
3889,DDoS,0.5948337458965236,0.5948337458965236,False
3927,DDoS,0.5238435052395489,0.5238435052395489,False
3945,DDoS,0.526818921974553,0.526818921974553,False
3957,DDoS,0.5556151091562515,0.5556151091562515,False
3998,DDoS,0.5609409207521663,0.5609409207521663,False
4008,DDoS,0.58558064273627,0.58558064273627,False
4025,DDoS,0.6221975094073257,0.6221975094073257,False
4042,DDoS,0.6269258234836526,0.6269258234836526,False
4077,DDoS,0.582362179317114,0.582362179317114,False
4079,DDoS,0.5817566218857394,0.5817566218857394,False
4080,DDoS,0.5435257053393924,0.5435257053393924,False
4084,DDoS,0.6176612496818016,0.6176612496818016,False
4100,DDoS,0.5634081822634476,0.5634081822634476,False
4103,DDoS,0.5072119668554728,0.5072119668554728,False
4214,DDoS,0.583680008831372,0.583680008831372,False
4240,DDoS,0.5948265350180341,0.5948265350180341,False
4249,DDoS,0.5451185736408422,0.5451185736408422,False
4292,DDoS,0.6144915866244232,0.6144915866244232,False
4307,DDoS,0.6131543800863841,0.6131543800863841,False
4322,DDoS,0.6404004362220742,0.6404004362220742,False
4341,DDoS,0.629589696440242,0.629589696440242,False
4410,DDoS,0.6304866113042062,0.6304866113042062,False
4468,DDoS,0.5632428303648086,0.5632428303648086,False
4478,DDoS,0.6574864443971907,0.6574864443971907,False
4515,DDoS,0.6098288767199359,0.6098288767199359,False
4563,DDoS,0.586283639035978,0.586283639035978,False
4566,DDoS,0.6252024961882114,0.6252024961882114,False
4572,DDoS,0.5721314668900508,0.5721314668900508,False
4602,DDoS,0.6025478489213516,0.6025478489213516,False
4617,DDoS,0.647341137696444,0.647341137696444,False
4620,DDoS,0.6772805773447415,0.6772805773447415,False
4622,DDoS,0.6842114394590383,0.6842114394590383,False
4627,DDoS,0.6007265850366198,0.6007265850366198,False
4633,DDoS,0.6040550229481138,0.6040550229481138,False
4690,DDoS,0.6599740821527673,0.6599740821527673,False
4691,DDoS,0.5628901383488403,0.5628901383488403,False
4747,DDoS,0.6674764724690136,0.6674764724690136,False
4822,DDoS,0.5988283293034846,0.5988283293034846,False
4834,DDoS,0.5231713448670536,0.5231713448670536,False
4837,DDoS,0.5144118294145887,0.5144118294145887,False
4841,DDoS,0.6683986422078926,0.6683986422078926,False
4864,DDoS,0.5111135833813756,0.5111135833813756,False
4879,DDoS,0.5561222872267312,0.5561222872267312,False
